Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Ducrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Industrial Tinge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Industrial Stripe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Deep Indigo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Mysterious Purple
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Manly Pink
appliedenergistics2:item.ItemFacade:0, Cable Facade - Builder's Choice Concrete - Hazard Stripe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asbestos Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moldy Debris
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rebar Reinforced Concrete Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Broken Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Marked Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compound Mesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Firebricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - CMB Steel Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced CMB Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Large Vinyl Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Small Vinyl Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Laboratory Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.siege_emergency.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.siege_hole.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Broken Meteorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Treasure Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Meteor Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Starmetal Static Electricity Generator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brittle Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magmatic Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Radioactive Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arcane Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mechanist's Circle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Cirlce
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.brick_forgotten.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mush_block.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mush_block_stem.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glyphid Hive Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moon Turf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Trinitite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Trinitite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Charred Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Charred Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dead Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oily Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oily Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Oily Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tektite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Osmiridium-Infused Tektite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slaked Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hot Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boiling Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blazing Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sellafite-Corium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dynamite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Actual TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Semtex
appliedenergistics2:item.ItemFacade:0, Cable Facade - C-4
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fissure Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flame War in a Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Levitation Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endothermic Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Exothermic Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - EMP Device
appliedenergistics2:item.ItemFacade:0, Cable Facade - Explosive Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuclear Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mining Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boron Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polonium Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quartz Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold-198 Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silo Hatch Frame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silo Hatch Opener
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burner Press Preheater
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuclear Reactor (Old)
appliedenergistics2:item.ItemFacade:0, Cable Facade - ZPE Potential Generator (Top)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (YelloDye)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (Cool Hazard Stripes)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (VOLTZ)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Superconducting Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Gold Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Neodymium Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense 4000K Superconductor Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Schrabidic Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Schrabidate Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Starmetal Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Chlorophyte Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Mese Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Analysis Chamber Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - RBMK Steam Connector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Capacitor Bus
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sand Bags
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teleportation Anchor
appliedenergistics2:item.ItemFacade:0, Cable Facade - High Energy Field Jammer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Armor Modification Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Muffler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Launch Pad Component Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Launch Pad Scaffold Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.transission_hatch.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Chamber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Control Rods
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Waste Ejector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Fuel Inserter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Boiler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Superconducting Magnet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Superconducting Magnet (Welded)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Central Magnet Piece
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnet Motor Piece
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plasma Heater Component
appliedenergistics2:item.ItemFacade:0, Cable Facade - Duct Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reaction Chamber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Control Rods
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reactor Supercooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reactor Stability Element
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reactor Stability Element (Riveted)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reactor Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Electricity Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - 4000K Superconducting Magnet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusionary Watz Plant Structural Support
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusionary Watz Plant Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusionary Watz Reactor Calculation Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Regenerative Coolant Fluid Tank Shell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hbm's Nuclear Tech Mod Manual [LEGACY]
appliedenergistics2:item.ItemFacade:0, Cable Facade - Supply Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Weapon Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hazmat Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Starmetal Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crude Oil Extraction Pipe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Drill Pipe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Dark Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pulsating Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.pink_double_slab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Scorched Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Scorched Lava Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 1)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 2)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 3)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 4)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 5)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Juniper Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block $__0
appliedenergistics2:item.ItemFacade:0, Cable Facade - Naquadah Alloy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Naquadah Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warpwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warpwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warped Leaves
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
